Histogram of latencies measured:
1 , 0
2 , 0
3 , 0
4 , 0
5 , 0
6 , 0
7 , 0
8 , 0
9 , 0
10 , 0
11 , 0
12 , 0
13 , 0
14 , 0
15 , 0
16 , 0
17 , 0
18 , 0
19 , 0
20 , 0
21 , 0
22 , 0
23 , 0
24 , 0
25 , 0
26 , 0
27 , 0
28 , 0
29 , 0
30 , 1
31 , 4
32 , 31
33 , 34
34 , 13
35 , 6
36 , 2
37 , 7
38 , 4
39 , 3
40 , 3
41 , 1
42 , 3
43 , 1
44 , 1
45 , 0
46 , 1
47 , 2
48 , 0
49 , 0
50 , 0
51 , 0
52 , 0
53 , 0
54 , 0
55 , 1
56 , 0
57 , 1
58 , 0
59 , 0
60 , 0
61 , 0
62 , 0
63 , 0
64 , 1
65 , 1
66 , 0
67 , 16
68 , 24
69 , 67
70 , 360
71 , 708
72 , 766
73 , 568
74 , 413
75 , 288
76 , 183
77 , 158
78 , 114
79 , 95
80 , 80
81 , 57
82 , 41
83 , 91
84 , 110
85 , 97
86 , 98
87 , 84
88 , 37
89 , 39
90 , 36
91 , 28
92 , 14
93 , 12
94 , 8
95 , 14
96 , 15
97 , 22
98 , 13
99 , 16
100 , 6
101 , 10
102 , 2
103 , 6
104 , 2
105 , 5
106 , 5
107 , 4
108 , 4
109 , 6
110 , 4
111 , 0
112 , 1
113 , 4
114 , 7
115 , 4
116 , 5
117 , 2
118 , 5
119 , 5
120 , 4
121 , 5
122 , 2
123 , 6
124 , 6
125 , 5
126 , 3
127 , 7
128 , 9
129 , 3
130 , 7
131 , 3
132 , 5
133 , 1
134 , 2
135 , 1
136 , 2
137 , 4
138 , 2
139 , 1
140 , 1
141 , 0
142 , 0
143 , 2
144 , 0
145 , 4
146 , 1
147 , 2
148 , 3
149 , 1
150 , 1
151 , 2
152 , 0
153 , 0
154 , 0
155 , 0
156 , 1
157 , 0
158 , 3
159 , 0
160 , 0
161 , 1
162 , 2
163 , 0
164 , 0
165 , 1
166 , 0
167 , 0
168 , 1
169 , 1
170 , 0
171 , 1
172 , 0
173 , 1
174 , 0
175 , 0
176 , 0
177 , 1
178 , 1
179 , 0
180 , 1
181 , 0
182 , 0
183 , 0
184 , 0
185 , 0
